NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles,smiles_std,scaffold,split,smiles_for_qm,xtb_gap_eV,xtb_Etot_Ha
0,,0,0,0,0,0,0,0,1,0,0,TOX28968,O=C(O)Cc1ccc(OCCNC[C@H](O)c2ccccc2)cc1,O=C(O)Cc1ccc(OCCNC[C@H](O)c2ccccc2)cc1,c1ccc(CCNCCOc2ccccc2)cc1,train,O=C(O)Cc1ccc(OCCNC[C@H](O)c2ccccc2)cc1,3.099376031,-68.39586593
0,0,0,0,0,0,,1,0,0,,,TOX25635,CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,c1ccc(C(c2ccccc2)N2CCCNCC2)cc1,train,CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,2.77152782,-62.79060944
0,0,0,0,,0,0,,0,,0,0,TOX25637,Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC=O)cn3C)cn2C)cc1C(=O)NCCC(=N)N,Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC=O)cn3C)cn2C)cc1C(=O)NCCC(=N)N,O=C(Nc1c[nH]c(C(=O)Nc2cc[nH]c2)c1)c1ccc[nH]1,train,Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC=O)cn3C)cn2C)cc1C(=O)NCCC(=N)N,2.682670128,-103.4476239
0,0,0,0,1,1,0,,0,,0,0,TOX28969,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]32)C1,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(c4cccnc4)=CC[C@@H]32)C1,C1=C2CCCCC2C2CCC3C(c4cccnc4)=CCC3C2C1,valid,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(c4cccnc4)=CC[C@@H]32)C1,2.802784548,-83.56942099
0,,1,1,0,,0,,0,1,0,,TOX25631,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,train,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,2.906960661,-62.10995162
1,1,0,,0,,0,0,0,0,0,0,TOX25633,CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,O=C1CCC2C(=CCC3C4CCCC4CCC23)C1,train,CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,2.985541155,-99.45923208
0,0,0,0,,0,0,0,0,0,0,0,TOX25632,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,c1ccc(CC2CCCCC2)cc1,train,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,0.214255877,-77.281358
0,0,0,0,0,0,0,,0,,0,0,TOX25639,O=C(O)c1ccc(OCCn2ccnc2)cc1,O=C(O)c1ccc(OCCn2ccnc2)cc1,c1ccc(OCCn2ccnc2)cc1,train,O=C(O)c1ccc(OCCn2ccnc2)cc1,2.477344344,-49.84944673
0,,0,,,,0,,,1,,,TOX25638,CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,c1ccccc1,train,CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,2.800205783,-70.89889156
0,0,,0,,0,0,0,0,0,0,0,TOX20222,COc1cc(OC)nc(NC(=O)[N-]S(=O)(=O)c2ncccc2OCC(F)(F)F)n1,COc1cc(OC)nc(NC(=O)[N-]S(=O)(=O)c2ncccc2OCC(F)(F)F)n1,O=C([N-]S(=O)(=O)c1ccccn1)Nc1ncccn1,test,COc1cc(OC)nc(NC(=O)[N-]S(=O)(=O)c2ncccc2OCC(F)(F)F)n1,2.57092435,-92.96154656
0,0,0,,0,0,0,0,0,0,0,0,TOX14549,CN/C(=N/[N+](=O)[O-])NCC1CCOC1,CN=C(NCC1CCOC1)N[N+](=O)[O-],C1CCOC1,test,CN=C(NCC1CCOC1)N[N+](=O)[O-],1.401668734,-45.85673169
0,0,,0,0,0,0,0,0,0,0,0,TOX14540,CC1(C)OC[C@@H]2O[C@@]3(C(=O)[O-])OC(C)(C)O[C@H]3[C@@H]2O1,CC1(C)OC[C@@H]2O[C@@]3(C(=O)[O-])OC(C)(C)O[C@H]3[C@@H]2O1,C1OCC2OC3OCOC3C2O1,train,CC1(C)OC[C@@H]2O[C@@]3(C(=O)[O-])OC(C)(C)O[C@H]3[C@@H]2O1,4.230413334,-62.77564599
0,0,0,0,0,0,0,,0,0,0,0,TOX4764,O=Cc1ccccc1Cl,O=Cc1ccccc1Cl,c1ccccc1,train,O=Cc1ccccc1Cl,2.629361972,-26.11505342
0,0,0,0,0,0,0,0,0,0,0,0,TOX4761,Nc1cccc(Cl)c1,Nc1cccc(Cl)c1,c1ccccc1,train,Nc1cccc(Cl)c1,3.642321382,-23.36187246
0,0,0,0,0,0,0,0,0,0,0,0,TOX2084,CCOc1ccc(N)c([N+](=O)[O-])c1,CCOc1ccc(N)c([N+](=O)[O-])c1,c1ccccc1,train,CCOc1ccc(N)c([N+](=O)[O-])c1,1.364384759,-40.13541209
1,0,,,0,0,0,0,0,0,0,0,TOX25946,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,c1ccc(-c2cn3ccccc3n2)cc1,train,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,2.714162735,-64.24841403
0,0,0,0,0,0,0,0,0,0,,0,TOX25945,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,O=c1c2ccccc2c(Cc2ccccc2)nn1C1CCCNCC1,train,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,1.752586911,-76.74499574
0,0,,,,0,,,1,,0,,TOX25944,O=C1C=C2C=C[C@@H]3C[C@@]2(O1)[C@H]1CCCCN31,O=C1C=C2C=C[C@@H]3C[C@@]2(O1)[C@H]1CCCCN31,O=C1C=C2C=CC3CC2(O1)C1CCCCN31,test,O=C1C=C2C=C[C@@H]3C[C@@]2(O1)[C@H]1CCCCN31,1.826318879,-46.54378253
0,0,1,1,0,0,0,,0,1,0,,TOX25943,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,c1ccc(CON=C(Cn2ccnc2)c2ccccc2)cc1,train,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,2.13038495,-76.16316426
0,0,0,0,0,0,0,,0,0,,0,TOX25942,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,,valid,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,3.296302714,-90.17143539
0,0,1,0,0,0,0,1,0,0,0,0,TOX2082,CC(=O)Nc1ccccc1O,CC(=O)Nc1ccccc1O,c1ccccc1,train,CC(=O)Nc1ccccc1O,3.595399735,-32.7547212
0,0,0,0,0,0,0,0,0,0,0,0,TOX25940,CCCc1cc(C(N)=S)ccn1,CCCc1cc(C(N)=S)ccn1,c1ccncc1,train,CCCc1cc(C(N)=S)ccn1,1.506550237,-34.45737547
0,0,0,0,0,0,0,0,0,0,0,0,TOX2089,CC(=O)Nc1cccc(O)c1,CC(=O)Nc1cccc(O)c1,c1ccccc1,train,CC(=O)Nc1cccc(O)c1,3.544660381,-32.76082224
0,0,,0,0,0,0,,0,0,0,0,TOX25948,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,N=C1CCN(c2ccc3c(=O)ccn(C4CC4)c3n2)C1,valid,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,1.876606986,-84.27023855
0,0,0,0,0,0,0,0,0,0,0,0,TOX7228,C=CCCC#N,C=CCCC#N,,valid,C=CCCC#N,4.437495929,-16.99260603
0,0,0,0,,0,0,0,0,0,,0,TOX7227,C=CC/C=C/C,C=CC/C=C/C,,valid,C=CC/C=C/C,4.57274819,-17.87340458
0,0,0,0,0,0,0,0,0,0,0,0,TOX7223,CCCCOC(=O)CC,CCCCOC(=O)CC,,valid,CCCCOC(=O)CC,4.331856367,-30.26346243
0,0,0,0,1,0,0,0,0,0,0,0,TOX7222,CC1=CCC(=C(C)C)CC1,CC1=CCC(=C(C)C)CC1,C=C1CC=CCC1,test,CC1=CCC(=C(C)C)CC1,4.534196827,-29.53888772
0,0,0,0,0,0,0,0,0,0,0,0,TOX3938,CCCCOC(=O)COC(=O)c1ccccc1C(=O)OCCCC,CCCCOC(=O)COC(=O)c1ccccc1C(=O)OCCCC,c1ccccc1,train,CCCCOC(=O)COC(=O)c1ccccc1C(=O)OCCCC,2.949568969,-75.17440402
0,0,0,,,0,,,0,,,,TOX3425,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,c1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,train,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,3.116332026,-70.74296156
0,0,0,0,0,0,0,0,0,0,0,0,TOX3936,CCSC(=O)N(CC(C)C)CC(C)C,CCSC(=O)N(CC(C)C)CC(C)C,,valid,CCSC(=O)N(CC(C)C)CC(C)C,2.853991969,-45.52564526
0,0,0,0,0,0,0,0,0,0,0,0,TOX3427,NC1=NC(=O)C(c2ccccc2)O1,Nc1nc(O)c(-c2ccccc2)o1,c1ccc(-c2cnco2)cc1,train,Nc1nc(O)c(-c2ccccc2)o1,3.065159065,-37.3050275
0,0,0,0,0,0,0,,0,0,0,0,TOX3426,CCC(=O)c1ccc(O)cc1,CCC(=O)c1ccc(O)cc1,c1ccccc1,train,CCC(=O)c1ccc(O)cc1,2.835331142,-32.47172249
0,,0,,,0,,0,,0,1,0,TOX3932,CCCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,CCCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,c1ccccc1,train,CCCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,2.846928119,-59.97053396
1,1,,,0,0,0,,0,,0,0,TOX3422,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,train,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,2.382696228,-96.31635363
0,0,,,0,0,0,0,0,0,0,0,TOX1689,CCCCCCCCCCC,CCCCCCCCCCC,,valid,CCCCCCCCCCC,12.626927594313,-35.80475077
0,0,0,0,1,0,0,0,0,0,0,0,TOX1688,CCCCCCCCCCC=O,CCCCCCCCCCC=O,,valid,CCCCCCCCCCC=O,3.578349747,-38.82264107
0,0,0,0,0,0,0,0,0,0,0,0,TOX1685,CC1=CC(=O)CC(C)(C)C1=O,CC1=CC(=O)CC(C)(C)C1=O,O=C1C=CC(=O)CC1,train,CC1=CC(=O)CC(C)(C)C1=O,2.030670873,-33.4902598
0,0,0,0,,0,0,,0,0,0,0,TOX1684,CCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCC(=O)O,,valid,CCCCCCCCCCCCC(=O)O,4.268112939,-49.24465593
0,0,0,0,0,0,0,0,0,0,0,0,TOX1683,O=C(O)CCCCCCCCCCCC(=O)O,O=C(O)CCCCCCCCCCCC(=O)O,,valid,O=C(O)CCCCCCCCCCCC(=O)O,4.317931648,-56.34777489
0,1,,,1,1,1,1,0,,,1,TOX1680,O=C(CCl)C(Cl)Cl,O=C(CCl)C(Cl)Cl,,valid,O=C(CCl)C(Cl)Cl,2.831283636,-25.63519116
0,0,0,0,,0,0,0,0,0,1,0,TOX2332,CCC(C)c1ccc(O)cc1,CCC(C)c1ccc(O)cc1,c1ccccc1,train,CCC(C)c1ccc(O)cc1,4.088165947,-32.60740607
0,0,0,0,0,0,0,0,0,0,0,0,TOX7364,CCCCCCCC(=O)N(C)C,CCCCCCCC(=O)N(C)C,,valid,CCCCCCCC(=O)N(C)C,4.293394463,-39.1178159
0,0,0,0,0,0,0,0,0,0,1,0,TOX2331,CCC(C)c1ccccc1O,CCC(C)c1ccccc1O,c1ccccc1,train,CCC(C)c1ccccc1O,4.14459456,-32.60361588
0,0,0,0,0,0,0,0,0,0,0,0,TOX13701,CN(C)CCCCCCN(C)C,CN(C)CCCCCCN(C)C,,valid,CN(C)CCCCCCN(C)C,9.864033073,-39.48869661
0,,0,0,1,1,,1,0,0,0,0,TOX782,O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,c1ccc(Cn2ncc3ccccc32)cc1,train,O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,2.788062887,-60.2949227
0,0,0,1,0,0,0,1,0,0,1,0,TOX784,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,CCC(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,O=C1CCCC(CCC2CC=CC3=CCCCC32)O1,train,CCC(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,3.033010253,-90.09429607
0,0,1,,,0,0,1,0,,1,,TOX24544,O=C(Nc1cccc([N+](=O)[O-])c1)c1cc2ccccc2cc1O,O=C(Nc1cccc([N+](=O)[O-])c1)c1cc2ccccc2cc1O,O=C(Nc1ccccc1)c1ccc2ccccc2c1,test,O=C(Nc1cccc([N+](=O)[O-])c1)c1cc2ccccc2cc1O,1.253158932,-64.49388937
0,0,1,0,0,0,0,0,0,0,0,0,TOX24545,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3C(N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C(=O)C1C2=O,O=C1CC(=O)C2C(=O)C3C(=O)c4ccccc4CC3CC2C1,valid,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3C(N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C(=O)C1C2=O,1.145960788,-100.201611
0,0,0,0,0,0,0,0,0,0,,0,TOX24547,CCCCCCCC1CCCC1=O,CCCCCCCC1CCCC1=O,O=C1CCCC1,train,CCCCCCCC1CCCC1=O,3.769542515,-40.99377397
0,0,0,0,0,0,0,0,0,0,0,0,TOX24541,CC1=CC(C)C(C=O)C(C)C1,CC1=CC(C)C(C=O)C(C)C1,C1=CCCCC1,train,CC1=CC(C)C(C=O)C(C)C1,3.068742583,-33.61155928
0,0,0,0,0,0,0,0,0,0,0,0,TOX24543,O=S(=O)([O-])c1ccc2cc(O)c(S(=O)(=O)[O-])cc2c1,O=S(=O)([O-])c1ccc2cc(O)c(S(=O)(=O)[O-])cc2c1,c1ccc2ccccc2c1,train,O=S(=O)([O-])c1ccc2cc(O)c(S(=O)(=O)[O-])cc2c1,0.000787672,-59.18279135
0,0,0,0,0,0,0,,0,,0,0,TOX3680,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,C1CCC(OC2CCCC(OC3CCCCO3)C2)OC1,train,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,8.767221075,-108.558028
0,,,0,0,0,,,0,0,1,0,TOX3685,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,O=C(c1ccccc1)c1ccccc1,train,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,1.413054495,-58.68560933
0,,,,,1,,1,1,1,,,TOX24549,N#C[Au-]C#N,N#[C][Au-][C]#N,,valid,N#[C][Au-][C]#N,2.960023619,-13.78171325
0,,0,0,0,0,0,0,0,0,1,0,TOX3687,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,c1ccc(Cc2ccccc2)cc1,train,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,2.8277952,-69.88907109
0,0,1,,0,0,0,,0,,,0,TOX25498,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,c1ccc(C2(Cn3cncn3)OCC(COc3ccc(N4CCNCC4)cc3)O2)cc1,valid,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,1.833373141,-107.4100236
0,0,0,1,,,,,0,,,,TOX27893,CCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCCCn1cc[n+](C)c1,c1c[nH+]c[nH]1,train,CCCCCCCCCCCCn1cc[n+](C)c1,0.229824982,-55.85024679
0,0,0,1,,,0,1,0,0,1,,TOX27892,CCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,CCCCCCCCCCn1cc[n+](C)c1,c1c[nH+]c[nH]1,train,CCCCCCCCCCn1cc[n+](C)c1,0.21635901,-49.5173026
0,0,0,1,0,0,0,,0,1,,,TOX25490,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,c1ccc(CSC(Cn2ccnc2)c2ccccc2)cc1,train,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,2.79306372,-68.9388006
0,0,0,0,0,0,0,0,0,0,,0,TOX25493,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,O=C(C1CCCO1)N1CCN(c2ncc3ccccc3n2)CC1,train,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,2.064167311,-84.33711252
0,0,0,0,0,0,0,0,0,0,0,0,TOX1976,OCCOc1ccccc1,OCCOc1ccccc1,c1ccccc1,train,OCCOc1ccccc1,4.145972339,-30.3290562
0,0,,0,0,0,0,,0,,,0,TOX25494,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,c1ccccc1,train,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,2.174576652,-78.7274462
0,0,,,0,0,0,1,0,1,,0,TOX25497,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,c1ccc(Nc2ccnc3ccccc23)cc1,valid,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,2.097391503,-75.99986063
0,0,0,0,0,0,0,0,0,0,0,0,TOX25496,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12,C(=Cc1ccccc1)CNCc1cccc2ccccc12,train,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12,2.263959853,-58.54271383
0,0,,0,0,0,0,0,0,0,0,0,TOX527,O=NN1CCN(N=O)CC1,O=NN1CCN(N=O)CC1,C1CNCCN1,train,O=NN1CCN(N=O)CC1,1.971609123,-32.30163366
0,0,0,0,0,0,0,0,0,0,0,0,TOX256,C=C(C)[C@H]1CC=C(C)C(=O)C1,C=C(C)[C@H]1C=CC(C)C(=O)C1,O=C1CC=CCC1,train,C=C(C)[C@H]1C=CC(C)C(=O)C1,3.592245895,-32.56250356
0,0,1,,0,1,0,1,0,0,0,0,TOX257,Oc1ccccc1O,Oc1ccccc1O,c1ccccc1,train,Oc1ccccc1O,3.978806143,-24.00717852
0,0,0,0,0,0,0,0,0,0,0,0,TOX250,ClC(Cl)(Cl)Cl,ClC(Cl)(Cl)Cl,,valid,ClC(Cl)(Cl)Cl,5.018750907,-20.32172705
0,,,0,,0,,1,,0,1,0,TOX523,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,c1ccccc1,train,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,2.034273996,-40.79934526
0,0,0,0,0,0,0,0,0,0,0,0,TOX252,CCC(Br)(CC)C(=O)NC(N)=O,CCC(Br)(CC)C(=O)NC(N)=O,,valid,CCC(Br)(CC)C(=O)NC(N)=O,3.372078926,-39.68098866
0,0,0,0,0,0,0,,0,,0,0,TOX253,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C\C=C(C)\C=C\C=C(C)\C=C\C2=C(C)CCCC2(C)C)C(C)(C)CCC1,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C\C=C(C)\C=C\C=C(C)\C=C\C2=C(C)CCCC2(C)C)C(C)(C)CCC1,C(=CC=CC=CC=CC=CC1=CCCCC1)C=CC=CC=CC=CC1=CCCCC1,train,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C\C=C(C)\C=C\C=C(C)\C=C\C2=C(C)CCCC2(C)C)C(C)(C)CCC1,2.047828782,-114.0331121
0,0,0,0,0,0,0,0,0,0,0,0,TOX528,Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],c1ccccc1,train,Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],2.295713309,-39.89517707
0,0,0,0,0,0,0,0,0,0,0,0,TOX529,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],c1ccccc1,train,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],2.213993523,-39.90295694
0,0,0,0,0,0,0,0,0,0,0,0,TOX2785,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)[C@H]2SC1,O=C(CC1=CCC=CC1)NC1C(=O)N2C=CCSC12,test,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)[C@H]2SC1,1.678851683,-72.1282418
0,0,0,0,0,0,0,0,0,0,0,0,TOX21329,CCCCC(CC)COC(=O)COc1cc(Cl)c(Cl)cc1Cl,CCCCC(CC)COC(=O)COc1cc(Cl)c(Cl)cc1Cl,c1ccccc1,train,CCCCC(CC)COC(=O)COc1cc(Cl)c(Cl)cc1Cl,3.270188759,-70.8227836
0,0,0,0,0,0,0,0,0,0,0,0,TOX21328,CCCCOCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,CCCCOCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,c1ccccc1,train,CCCCOCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,3.13543327,-68.54895229
0,0,0,0,0,0,0,0,0,0,0,0,TOX21327,O=C(O)c1cccnc1C(=O)O,O=C(O)c1cccnc1C(=O)O,c1ccncc1,train,O=C(O)c1cccnc1C(=O)O,2.10623544,-36.68999742
0,0,0,0,0,0,0,0,0,0,0,0,TOX21321,CC(O)C(C)O,CC(O)C(C)O,,valid,CC(O)C(C)O,11.1465796,-21.78021684
0,0,0,0,0,0,0,0,0,0,0,0,TOX29132,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,CCCC[N+]1(C)CCCC1,C1CC[NH2+]C1,train,CCCC[N+]1(C)CCCC1,1.173784521,-32.1298507
0,0,0,0,0,0,0,0,0,0,,0,TOX29133,CCC(=O)c1cccc(Cl)c1,CCC(=O)c1cccc(Cl)c1,c1ccccc1,train,CCC(=O)c1cccc(Cl)c1,2.692251387,-32.45359689
0,0,0,0,0,0,0,0,0,0,0,0,TOX29130,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,CCn1cc[n+](C)c1,c1c[nH+]c[nH]1,train,CCn1cc[n+](C)c1,0.231492362,-24.21435585
0,0,0,0,0,0,0,,0,0,0,0,TOX29131,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,CCCC[n+]1ccc(C)cc1,c1cc[nH+]cc1,train,CCCC[n+]1ccc(C)cc1,0.547927043,-32.44013703
0,0,0,0,0,0,0,0,0,0,,0,TOX29136,CCCCCCCCCCCCCCCCCBr,CCCCCCCCCCCCCCCCCBr,,valid,CCCCCCCCCCCCCCCCCBr,5.203385638,-58.36114264
0,0,0,0,0,0,0,0,0,0,0,0,TOX29134,O=[N+]([O-])c1ccc(F)c(Cl)c1,O=[N+]([O-])c1ccc(F)c(Cl)c1,c1ccccc1,train,O=[N+]([O-])c1ccc(F)c(Cl)c1,2.085214661,-34.57966864
